Sentence	Writer_Anger
この歳の風邪は辛い。昔は少々なら気合いでいけたし、仕事してたら紛れた。最近はほんまになんもできんし、長引く。えづきそうやけど、すき焼きとか食べよかな。	0
医者よ！それはやり過ぎやろ！15センチはくだらない綿棒を鼻に突っ込むなんて！涙が止まらない！	2
思い出し笑いならぬ思い出しくしゃみ！家にいたときより悪くなってるじゃないか！	1
例えば刃渡り15センチのナイフを持ち出したとしたら、銃刀法違反やで！むちゃくちゃすんなぁ！	1
調子が悪いので病院行ってから行きます。って連絡いれて、そのまま夕方まで気絶して、結局休むってゆう、常套化してきているパターン。	0
明日はちゃんと行くぞ。	0
暑い…アイス食べたい…	0
誰か！誰か！シャンプーしてくださぁい！！	0
どこもかしこも弱ってるんだろな。ネギが目に染みて涙…	0
店の買い出しアップ。週末の梅田をナメてました。めちゃくちゃ疲れた…Orz	0
週末ゆっくりできたのは何年ぶりだろ？ワンピースって日曜の朝やってるのね。夕方のテレビのおもんなさよ…	0
この休み中に贈り物を買うことが多かった。直接足を運んだりネットで選んだり、いろいろ見すぎて、買ってないつもりだった食器セットが今日届いた。のしつきで。どうしよう…(;´｀)	0
あーもうなんてゆーかこう…、、出家したい。Orz	1
店を改装していて、明日から営業なんだけど、まだ全然できてなくてやることがない。とりあえず長い夜に備えてくつろご。	0
さー明日からまた働きますよ！爽やかに起きてやる！おやすみなさい！	0
改装後初仕事！いつもより早めに行ったらすでにお客さんが！そして最後のお客さんは、去年衝撃の再開を果たした、初来店の小、中学の友達でした。いやぁありがたやありがたや…	0
ラストシンデレラ。あかんあかん、ものすごくあかん展開になってきたぞー！	0
「ハンコック」…めっちゃいいやん。	0
今住んでる部屋、ベッドに寝転がって窓を見上げると、ちょうどいい位置に月がきれいに見える。古いし引っ越しを考えることもあるけど、中々手離せない理由のひとつなんだよなぁ。	0
あ。今日IPPON GPやったんや！	0
速水もこみちをすごく久しぶりに見たんだけど、何かタイ人ぽくなってる…	0
お昼が遅かったので夜は炭水化物を抜いて冷しゃぶサラダ。…二人前は食べたしおなかパンパンなのに口の中の水分を全部持ってかれる台湾おやつをどんどこ食べてしまう…苦しいのにどんどこ…	0
何か視界がおかしい。そうだ、さっき右目が痛くてコンタクト外したんだ。もう両方はずそう…５分後。あまりにとれないので鏡を見ると、外したはずの右目は黒々とし、まさぐり続けた左目はつぶらにこちらを見ていた。涙が止まらない。	0
ドラマにどっぷり感情移入。 自分が本当に好きな人が自分を好きで、そんな人と傘をさして寄り添って歩けたら、多分泣くだろな。	0
からの、飯島直子のおちち！すごい！	0
涙もろくなったなぁ…歳かなぁ。	0
よし！寝るっ！	0
今日はほんまによく待ってもらった。 ほとんどの人が30分は待ったと思う。 お待たせしたのはダメなことだけど、満足のいく仕事ができたと思う。 ピリピリせずにやれたのが大きな進歩や…ハミングを挟みながら。 もっと楽にいこ〜♪	0
ラストシンデレラ。チャコちゃんの下着のチョイスは、一般的に、どーなんだろう。いつもラブリーな服着てるのに、わりとスポーティーだったから意外。	0
のどごし生のCM、だんだんエスカレートしてきてる！ ジャッキーとしょこたんとの共演！カンフーファン憧れの鉄板シーンの連続！めっちゃいいやん！めっちゃいいやん！うらやましすぎる！！	0
世の男子の夢や希望は 取り返しがつかな位、ですかね…	0
おあとがよろしいようで。 気絶するように寝る！オヤスミナサイ	0
刹那的に生きているので形ある財産を持たないことにしているのですが、今、ものすごくバイクがほしい。	0
物を捨てることで雑念を捨てるでお馴染みの断捨離を実践していますが、 本当はバイクのみならずテレビもPCも掃除機や洗濯機や新しい浴衣とか靴とか素敵なチャリとか、 もう物欲だらけなんだ！	0
自作のコラージュを壁紙にしたら、すごくちょうどよく設定できたのでにんまりしています。	0
うわぁ！たまたまスッキリ見てたらMIYAVI！セットアップ素敵〜♡爽やか〜♡	0
雅ちゃん、胸開けていいからおなかのボタン留めなさい。セットアップでへそ出しって…笑	0
あかん！寝ても寝ても眠い！	0
日本橋ヨヲコ先生からリプライが！初めて、ご本人と作品以外で繋がれた！ 今、私はものすごく興奮している！	0
アウトデラックス。黒田勇樹が…(゜ロ゜;	0
ミラクルひかるが年齢のわりにヘアメイクが古いのが気になってたけど、今日みたらきれいにブローしてたから少し安心した。髪の毛って大事。	0
あぁっもうっ！山Pの歌う「サマーヌード」がイライラするっ！ カバーせんでいいやん!!(｀ロ´;)	1
ドラマ製作チームの皆さん、 ドラマにおける主題歌、挿入歌の選択は、そのドラマがヒットかする否かを決める上でかなりのウェイトを占めていると思うのです。 タイトルに採用したからって、山Pに歌わせるとは、どういった戦略なのですか… そこに真心はあるのかい!?	1
【お詫び】 先程、なんかダジャレみたいなんを言ってしまったことをお詫び致します。	0
【速報】 歩ける距離の店までバスに乗ったら、全くお金を持っていませんでした。 な、情けねぇ…(´д｀|||)	0
【速報】 しかも、その目的の店は月に一回の休みでした。 ど、どんくせぇ…(´д｀|||)	0
〜でなければならない、に、追いかけられている。	1
ライブ行きたいライブ行きたいライブ行きたすぎて発狂しそう〜((((。Д゜)))	1
一昨日から寝不足でめっさ眠いけど明日はテレビの点検の人が来るから大掃除！でも寝不足の原因のゲームが気になってはかどらん！ 約束の時間に起きれないとまずいので諦めて寝て起きてからまた片づけよ… って、寝不足のもうひとつの原因の漫画読んでしまってこんな時間！ 目が痛い…	0
